drug,year,age,gender,geography,prevalens pr 1000,ddd
Potensmidler,2004,55,F,Hele landet,0.216,288
Potensmidler,2004,55,F,Helseregion Midt-Norge,,
Potensmidler,2004,55,F,Helseregion Nord-Norge,,
Potensmidler,2004,55,F,Helseregion Sør-Øst,0.270,216
Potensmidler,2004,55,F,Helseregion Vest,0.181,32
Potensmidler,2004,55,M,Hele landet,60.371,349739.906
Potensmidler,2004,55,M,Helseregion Midt-Norge,51.735,42560.566
Potensmidler,2004,55,M,Helseregion Nord-Norge,52.997,31341.100
Potensmidler,2004,55,M,Helseregion Sør-Øst,66.924,219926.297
Potensmidler,2004,55,M,Helseregion Vest,51.630,55911.934
Potensmidler,2004,60,F,Hele landet,0.080,784
Potensmidler,2004,60,F,Helseregion Midt-Norge,,
Potensmidler,2004,60,F,Helseregion Nord-Norge,,
Potensmidler,2004,60,F,Helseregion Sør-Øst,,
Potensmidler,2004,60,F,Helseregion Vest,,
Potensmidler,2004,60,M,Hele landet,77.852,293624.250
Potensmidler,2004,60,M,Helseregion Midt-Norge,69.478,32923
Potensmidler,2004,60,M,Helseregion Nord-Norge,75.171,29127.805
Potensmidler,2004,60,M,Helseregion Sør-Øst,83.877,181550.750
Potensmidler,2004,60,M,Helseregion Vest,68.173,50022.699
Potensmidler,2004,65,F,Hele landet,0.089,866
Potensmidler,2004,65,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,65,F,Helseregion Nord-Norge,,
Potensmidler,2004,65,F,Helseregion Sør-Øst,0.118,858
Potensmidler,2004,65,F,Helseregion Vest,,
Potensmidler,2004,65,M,Hele landet,88.377,217076.438
Potensmidler,2004,65,M,Helseregion Midt-Norge,82.982,27520.301
Potensmidler,2004,65,M,Helseregion Nord-Norge,82.304,19671.133
Potensmidler,2004,65,M,Helseregion Sør-Øst,93.582,133781.500
Potensmidler,2004,65,M,Helseregion Vest,80.902,36103.500
Potensmidler,2004,70,F,Hele landet,0.084,584
Potensmidler,2004,70,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,70,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,70,F,Helseregion Sør-Øst,0.128,160
Potensmidler,2004,70,F,Helseregion Vest,,
Potensmidler,2004,70,M,Hele landet,80.586,163873.859
Potensmidler,2004,70,M,Helseregion Midt-Norge,71.837,21701
Potensmidler,2004,70,M,Helseregion Nord-Norge,75.342,15542.300
Potensmidler,2004,70,M,Helseregion Sør-Øst,86.239,98259.664
Potensmidler,2004,70,M,Helseregion Vest,73.991,28370.900
Potensmidler,2004,75,F,Hele landet,0,0
Potensmidler,2004,75,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,75,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,75,F,Helseregion Sør-Øst,0,0
Potensmidler,2004,75,F,Helseregion Vest,0,0
Potensmidler,2004,75,M,Hele landet,52.512,86440.867
Potensmidler,2004,75,M,Helseregion Midt-Norge,43.813,9979.300
Potensmidler,2004,75,M,Helseregion Nord-Norge,54.966,9705.667
Potensmidler,2004,75,M,Helseregion Sør-Øst,56.030,52982.398
Potensmidler,2004,75,M,Helseregion Vest,47.735,13773.500
Potensmidler,2004,80,F,Hele landet,,
Potensmidler,2004,80,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,80,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,80,F,Helseregion Sør-Øst,,
Potensmidler,2004,80,F,Helseregion Vest,0,0
Potensmidler,2004,80,M,Hele landet,27.058,31291.900
Potensmidler,2004,80,M,Helseregion Midt-Norge,20.448,3662.600
Potensmidler,2004,80,M,Helseregion Nord-Norge,24.771,2259.600
Potensmidler,2004,80,M,Helseregion Sør-Øst,31.293,20928.699
Potensmidler,2004,80,M,Helseregion Vest,20.949,4441
Potensmidler,2004,85,F,Hele landet,,
Potensmidler,2004,85,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,85,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,85,F,Helseregion Sør-Øst,,
Potensmidler,2004,85,F,Helseregion Vest,0,0
Potensmidler,2004,85,M,Hele landet,10.769,5966.500
Potensmidler,2004,85,M,Helseregion Midt-Norge,7.362,555
Potensmidler,2004,85,M,Helseregion Nord-Norge,13.406,914.500
Potensmidler,2004,85,M,Helseregion Sør-Øst,12.027,3727
Potensmidler,2004,85,M,Helseregion Vest,8.850,770
Potensmidler,2004,90,F,Hele landet,0,0
Potensmidler,2004,90,F,Helseregion Midt-Norge,0,0
Potensmidler,2004,90,F,Helseregion Nord-Norge,0,0
Potensmidler,2004,90,F,Helseregion Sør-Øst,0,0
Potensmidler,2004,90,F,Helseregion Vest,0,0
Potensmidler,2004,90,M,Hele landet,2.011,426
Potensmidler,2004,90,M,Helseregion Midt-Norge,0,0
Potensmidler,2004,90,M,Helseregion Nord-Norge,,
Potensmidler,2004,90,M,Helseregion Sør-Øst,2.848,354
Potensmidler,2004,90,M,Helseregion Vest,,
Potensmidler,2005,Alle,F,Hele landet,0.086,9529.333
Potensmidler,2005,Alle,F,Helseregion Midt-Norge,0.046,464
Potensmidler,2005,Alle,F,Helseregion Nord-Norge,0.048,1871.333
Potensmidler,2005,Alle,F,Helseregion Sør-Øst,0.113,4854
Potensmidler,2005,Alle,F,Helseregion Vest,0.057,2340
Potensmidler,2005,Alle,M,Hele landet,24.495,2088762.750
Potensmidler,2005,Alle,M,Helseregion Midt-Norge,21.469,243177.500
Potensmidler,2005,Alle,M,Helseregion Nord-Norge,23.290,184323.953
Potensmidler,2005,Alle,M,Helseregion Sør-Øst,27.223,1313553.125
Potensmidler,2005,Alle,M,Helseregion Vest,19.907,347708.219
Potensmidler,2005,0,F,Hele landet,0,0
Potensmidler,2005,0,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,0,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,0,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,0,F,Helseregion Vest,0,0
Potensmidler,2005,0,M,Hele landet,,
Potensmidler,2005,0,M,Helseregion Midt-Norge,0,0
Potensmidler,2005,0,M,Helseregion Nord-Norge,0,0
Potensmidler,2005,0,M,Helseregion Sør-Øst,,
Potensmidler,2005,0,M,Helseregion Vest,0,0
Potensmidler,2005,5,F,Hele landet,0,0
Potensmidler,2005,5,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,5,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,5,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,5,F,Helseregion Vest,0,0
Potensmidler,2005,5,M,Hele landet,0,0
Potensmidler,2005,5,M,Helseregion Midt-Norge,0,0
Potensmidler,2005,5,M,Helseregion Nord-Norge,0,0
Potensmidler,2005,5,M,Helseregion Sør-Øst,0,0
Potensmidler,2005,5,M,Helseregion Vest,0,0
Potensmidler,2005,10,F,Hele landet,0,0
Potensmidler,2005,10,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,10,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,10,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,10,F,Helseregion Vest,0,0
Potensmidler,2005,10,M,Hele landet,0,0
Potensmidler,2005,10,M,Helseregion Midt-Norge,0,0
Potensmidler,2005,10,M,Helseregion Nord-Norge,0,0
Potensmidler,2005,10,M,Helseregion Sør-Øst,0,0
Potensmidler,2005,10,M,Helseregion Vest,0,0
Potensmidler,2005,15,F,Hele landet,0,0
Potensmidler,2005,15,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,15,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,15,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,15,F,Helseregion Vest,0,0
Potensmidler,2005,15,M,Hele landet,0.359,596
Potensmidler,2005,15,M,Helseregion Midt-Norge,0.270,52
Potensmidler,2005,15,M,Helseregion Nord-Norge,0.438,58
Potensmidler,2005,15,M,Helseregion Sør-Øst,0.420,452
Potensmidler,2005,15,M,Helseregion Vest,0.236,34
Potensmidler,2005,20,F,Hele landet,0.052,236
Potensmidler,2005,20,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,20,F,Helseregion Nord-Norge,,
Potensmidler,2005,20,F,Helseregion Sør-Øst,0.070,44
Potensmidler,2005,20,F,Helseregion Vest,,
Potensmidler,2005,20,M,Hele landet,2.737,8766
Potensmidler,2005,20,M,Helseregion Midt-Norge,2.503,826
Potensmidler,2005,20,M,Helseregion Nord-Norge,2.561,844
Potensmidler,2005,20,M,Helseregion Sør-Øst,2.788,3562
Potensmidler,2005,20,M,Helseregion Vest,2.853,3534
Potensmidler,2005,25,F,Hele landet,0.049,280
Potensmidler,2005,25,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,25,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,25,F,Helseregion Sør-Øst,0.062,274
Potensmidler,2005,25,F,Helseregion Vest,,
Potensmidler,2005,25,M,Hele landet,6.062,27810
Potensmidler,2005,25,M,Helseregion Midt-Norge,5.138,2535
Potensmidler,2005,25,M,Helseregion Nord-Norge,5.607,2457
Potensmidler,2005,25,M,Helseregion Sør-Øst,6.596,15870
Potensmidler,2005,25,M,Helseregion Vest,5.498,6948
Potensmidler,2005,30,F,Hele landet,0.121,462
Potensmidler,2005,30,F,Helseregion Midt-Norge,,
Potensmidler,2005,30,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,30,F,Helseregion Sør-Øst,0.115,382
Potensmidler,2005,30,F,Helseregion Vest,0.150,36
Potensmidler,2005,30,M,Hele landet,9.492,53863.301
Potensmidler,2005,30,M,Helseregion Midt-Norge,7.628,5372
Potensmidler,2005,30,M,Helseregion Nord-Norge,9.423,5281
Potensmidler,2005,30,M,Helseregion Sør-Øst,10.318,34156.301
Potensmidler,2005,30,M,Helseregion Vest,8.419,9054
Potensmidler,2005,35,F,Hele landet,0.132,548
Potensmidler,2005,35,F,Helseregion Midt-Norge,,
Potensmidler,2005,35,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,35,F,Helseregion Sør-Øst,0.171,496
Potensmidler,2005,35,F,Helseregion Vest,,
Potensmidler,2005,35,M,Hele landet,14.202,98173.977
Potensmidler,2005,35,M,Helseregion Midt-Norge,11.557,10137.008
Potensmidler,2005,35,M,Helseregion Nord-Norge,11.064,7816
Potensmidler,2005,35,M,Helseregion Sør-Øst,16.278,65799.969
Potensmidler,2005,35,M,Helseregion Vest,11.675,14421
Potensmidler,2005,40,F,Hele landet,0.159,958
Potensmidler,2005,40,F,Helseregion Midt-Norge,,
Potensmidler,2005,40,F,Helseregion Nord-Norge,,
Potensmidler,2005,40,F,Helseregion Sør-Øst,0.214,700
Potensmidler,2005,40,F,Helseregion Vest,,
Potensmidler,2005,40,M,Hele landet,19.751,139067.328
Potensmidler,2005,40,M,Helseregion Midt-Norge,16.124,16724.992
Potensmidler,2005,40,M,Helseregion Nord-Norge,16.559,10562
Potensmidler,2005,40,M,Helseregion Sør-Øst,22.409,89558.336
Potensmidler,2005,40,M,Helseregion Vest,16.342,22222
Potensmidler,2005,45,F,Hele landet,0.223,1817.333
Potensmidler,2005,45,F,Helseregion Midt-Norge,,
Potensmidler,2005,45,F,Helseregion Nord-Norge,,
Potensmidler,2005,45,F,Helseregion Sør-Øst,0.282,600
Potensmidler,2005,45,F,Helseregion Vest,,
Potensmidler,2005,45,M,Hele landet,30.145,211595.297
Potensmidler,2005,45,M,Helseregion Midt-Norge,23.227,22518.002
Potensmidler,2005,45,M,Helseregion Nord-Norge,24.452,17525
Potensmidler,2005,45,M,Helseregion Sør-Øst,34.409,134533.297
Potensmidler,2005,45,M,Helseregion Vest,25.965,37019
Potensmidler,2005,50,F,Hele landet,0.168,1452
Potensmidler,2005,50,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,50,F,Helseregion Nord-Norge,,
Potensmidler,2005,50,F,Helseregion Sør-Øst,0.228,438
Potensmidler,2005,50,F,Helseregion Vest,,
Potensmidler,2005,50,M,Hele landet,43.975,296251
Potensmidler,2005,50,M,Helseregion Midt-Norge,37.795,33689
Potensmidler,2005,50,M,Helseregion Nord-Norge,38.246,24720.004
Potensmidler,2005,50,M,Helseregion Sør-Øst,49.132,187669
Potensmidler,2005,50,M,Helseregion Vest,37.451,50173
Potensmidler,2005,55,F,Hele landet,0.142,822
Potensmidler,2005,55,F,Helseregion Midt-Norge,,
Potensmidler,2005,55,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,55,F,Helseregion Sør-Øst,0.236,814
Potensmidler,2005,55,F,Helseregion Vest,0,0
Potensmidler,2005,55,M,Hele landet,60.086,373293.812
Potensmidler,2005,55,M,Helseregion Midt-Norge,51.162,42417.324
Potensmidler,2005,55,M,Helseregion Nord-Norge,52.336,31138.004
Potensmidler,2005,55,M,Helseregion Sør-Øst,66.547,238604.156
Potensmidler,2005,55,M,Helseregion Vest,52.258,61134.332
Potensmidler,2005,60,F,Hele landet,0.117,1756
Potensmidler,2005,60,F,Helseregion Midt-Norge,,
Potensmidler,2005,60,F,Helseregion Nord-Norge,,
Potensmidler,2005,60,F,Helseregion Sør-Øst,0.147,166
Potensmidler,2005,60,F,Helseregion Vest,,
Potensmidler,2005,60,M,Hele landet,74.725,337962.594
Potensmidler,2005,60,M,Helseregion Midt-Norge,64.338,39030.992
Potensmidler,2005,60,M,Helseregion Nord-Norge,75.490,33717.996
Potensmidler,2005,60,M,Helseregion Sør-Øst,80.897,210179.297
Potensmidler,2005,60,M,Helseregion Vest,64.157,55034.297
Potensmidler,2005,65,F,Hele landet,0.119,910
Potensmidler,2005,65,F,Helseregion Midt-Norge,,
Potensmidler,2005,65,F,Helseregion Nord-Norge,,
Potensmidler,2005,65,F,Helseregion Sør-Øst,0.134,760
Potensmidler,2005,65,F,Helseregion Vest,,
Potensmidler,2005,65,M,Hele landet,85.307,238411.375
Potensmidler,2005,65,M,Helseregion Midt-Norge,81.607,29191.596
Potensmidler,2005,65,M,Helseregion Nord-Norge,81.047,21479.309
Potensmidler,2005,65,M,Helseregion Sør-Øst,91.288,149138.469
Potensmidler,2005,65,M,Helseregion Vest,73.244,38602
Potensmidler,2005,70,F,Hele landet,0.098,264
Potensmidler,2005,70,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,70,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,70,F,Helseregion Sør-Øst,0.132,164
Potensmidler,2005,70,F,Helseregion Vest,,
Potensmidler,2005,70,M,Hele landet,78.415,172205.797
Potensmidler,2005,70,M,Helseregion Midt-Norge,72.885,24770.301
Potensmidler,2005,70,M,Helseregion Nord-Norge,74.513,15183.333
Potensmidler,2005,70,M,Helseregion Sør-Øst,83.632,102609.570
Potensmidler,2005,70,M,Helseregion Vest,69.947,29642.600
Potensmidler,2005,75,F,Hele landet,,
Potensmidler,2005,75,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,75,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,75,F,Helseregion Sør-Øst,,
Potensmidler,2005,75,F,Helseregion Vest,0,0
Potensmidler,2005,75,M,Hele landet,49.979,88959.625
Potensmidler,2005,75,M,Helseregion Midt-Norge,46.779,11073.292
Potensmidler,2005,75,M,Helseregion Nord-Norge,52.935,10232.667
Potensmidler,2005,75,M,Helseregion Sør-Øst,52.607,53768.668
Potensmidler,2005,75,M,Helseregion Vest,43.169,13885
Potensmidler,2005,80,F,Hele landet,,
Potensmidler,2005,80,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,80,F,Helseregion Nord-Norge,,
Potensmidler,2005,80,F,Helseregion Sør-Øst,,
Potensmidler,2005,80,F,Helseregion Vest,0,0
Potensmidler,2005,80,M,Hele landet,26.871,35179.332
Potensmidler,2005,80,M,Helseregion Midt-Norge,20.813,4185
Potensmidler,2005,80,M,Helseregion Nord-Norge,25.214,2615.333
Potensmidler,2005,80,M,Helseregion Sør-Øst,31.200,23004
Potensmidler,2005,80,M,Helseregion Vest,19.723,5375
Potensmidler,2005,85,F,Hele landet,0,0
Potensmidler,2005,85,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,85,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,85,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,85,F,Helseregion Vest,0,0
Potensmidler,2005,85,M,Hele landet,10.309,6312
Potensmidler,2005,85,M,Helseregion Midt-Norge,7.673,631
Potensmidler,2005,85,M,Helseregion Nord-Norge,10.658,645
Potensmidler,2005,85,M,Helseregion Sør-Øst,12.541,4418
Potensmidler,2005,85,M,Helseregion Vest,6.188,618
Potensmidler,2005,90,F,Hele landet,0,0
Potensmidler,2005,90,F,Helseregion Midt-Norge,0,0
Potensmidler,2005,90,F,Helseregion Nord-Norge,0,0
Potensmidler,2005,90,F,Helseregion Sør-Øst,0,0
Potensmidler,2005,90,F,Helseregion Vest,0,0
Potensmidler,2005,90,M,Hele landet,2.512,307.300
Potensmidler,2005,90,M,Helseregion Midt-Norge,,
Potensmidler,2005,90,M,Helseregion Nord-Norge,5.875,49.300
Potensmidler,2005,90,M,Helseregion Sør-Øst,2.740,222
Potensmidler,2005,90,M,Helseregion Vest,,
Potensmidler,2006,Alle,F,Hele landet,0.083,20703.357
Potensmidler,2006,Alle,F,Helseregion Midt-Norge,0.074,2701.333
Potensmidler,2006,Alle,F,Helseregion Nord-Norge,0.109,2549
Potensmidler,2006,Alle,F,Helseregion Sør-Øst,0.095,12139.024
Potensmidler,2006,Alle,F,Helseregion Vest,0.044,3314
Potensmidler,2006,Alle,M,Hele landet,24.733,2306357.500
Potensmidler,2006,Alle,M,Helseregion Midt-Norge,21.540,269786.969
Potensmidler,2006,Alle,M,Helseregion Nord-Norge,23.974,209993.312
Potensmidler,2006,Alle,M,Helseregion Sør-Øst,27.177,1431343.875
Potensmidler,2006,Alle,M,Helseregion Vest,20.786,395233.312
Potensmidler,2006,0,F,Hele landet,0,0
Potensmidler,2006,0,F,Helseregion Midt-Norge,0,0
Potensmidler,2006,0,F,Helseregion Nord-Norge,0,0
Potensmidler,2006,0,F,Helseregion Sør-Øst,0,0
Potensmidler,2006,0,F,Helseregion Vest,0,0
Potensmidler,2006,0,M,Hele landet,0,0
Potensmidler,2006,0,M,Helseregion Midt-Norge,0,0
Potensmidler,2006,0,M,Helseregion Nord-Norge,0,0
Potensmidler,2006,0,M,Helseregion Sør-Øst,0,0
Potensmidler,2006,0,M,Helseregion Vest,0,0
Potensmidler,2006,5,F,Hele landet,,
Potensmidler,2006,5,F,Helseregion Midt-Norge,,
Potensmidler,2006,5,F,Helseregion Nord-Norge,0,0
Potensmidler,2006,5,F,Helseregion Sør-Øst,0,0
Potensmidler,2006,5,F,Helseregion Vest,0,0
Potensmidler,2006,5,M,Hele landet,0,0
Potensmidler,2006,5,M,Helseregion Midt-Norge,0,0
Potensmidler,2006,5,M,Helseregion Nord-Norge,0,0
Potensmidler,2006,5,M,Helseregion Sør-Øst,0,0
Potensmidler,2006,5,M,Helseregion Vest,0,0
Potensmidler,2006,10,F,Hele landet,,
Potensmidler,2006,10,F,Helseregion Midt-Norge,0,0
Potensmidler,2006,10,F,Helseregion Nord-Norge,0,0
Potensmidler,2006,10,F,Helseregion Sør-Øst,,
Potensmidler,2006,10,F,Helseregion Vest,0,0
Potensmidler,2006,10,M,Hele landet,,
Potensmidler,2006,10,M,Helseregion Midt-Norge,0,0
Potensmidler,2006,10,M,Helseregion Nord-Norge,0,0
Potensmidler,2006,10,M,Helseregion Sør-Øst,,
Potensmidler,2006,10,M,Helseregion Vest,0,0
Potensmidler,2006,15,F,Hele landet,,
Potensmidler,2006,15,F,Helseregion Midt-Norge,0,0
Potensmidler,2006,15,F,Helseregion Nord-Norge,0,0
Potensmidler,2006,15,F,Helseregion Sør-Øst,,
Potensmidler,2006,15,F,Helseregion Vest,0,0
Potensmidler,2006,15,M,Hele landet,0.349,936
Potensmidler,2006,15,M,Helseregion Midt-Norge,,
Potensmidler,2006,15,M,Helseregion Nord-Norge,0.366,156
Potensmidler,2006,15,M,Helseregion Sør-Øst,0.479,680
Potensmidler,2006,15,M,Helseregion Vest,0.201,76
Potensmidler,2006,20,F,Hele landet,0.066,2356
Potensmidler,2006,20,F,Helseregion Midt-Norge,,
Potensmidler,2006,20,F,Helseregion Nord-Norge,,
Potensmidler,2006,20,F,Helseregion Sør-Øst,,
Potensmidler,2006,20,F,Helseregion Vest,,
Potensmidler,2006,20,M,Hele landet,2.504,8140
Potensmidler,2006,20,M,Helseregion Midt-Norge,2.118,906
Potensmidler,2006,20,M,Helseregion Nord-Norge,2.639,838
Potensmidler,2006,20,M,Helseregion Sør-Øst,2.647,3270
Potensmidler,2006,20,M,Helseregion Vest,2.356,3126
Potensmidler,2006,25,F,Hele landet,0.070,738
Potensmidler,2006,25,F,Helseregion Midt-Norge,,
Potensmidler,2006,25,F,Helseregion Nord-Norge,0,0
Potensmidler,2006,25,F,Helseregion Sør-Øst,0.074,240
Potensmidler,2006,25,F,Helseregion Vest,,
Potensmidler,2006,25,M,Hele landet,5.716,26222.334
Potensmidler,2006,25,M,Helseregion Midt-Norge,4.851,2899
Potensmidler,2006,25,M,Helseregion Nord-Norge,5.157,1580
Potensmidler,2006,25,M,Helseregion Sør-Øst,6.306,15678.333
Potensmidler,2006,25,M,Helseregion Vest,5.032,6065
Potensmidler,2006,30,F,Hele landet,0.099,2407.333
Potensmidler,2006,30,F,Helseregion Midt-Norge,0.248,101.333
Potensmidler,2006,30,F,Helseregion Nord-Norge,,
Potensmidler,2006,30,F,Helseregion Sør-Øst,0.096,2010
Potensmidler,2006,30,F,Helseregion Vest,,
Potensmidler,2006,30,M,Hele landet,9.832,61157.980
Potensmidler,2006,30,M,Helseregion Midt-Norge,8.209,5527.984
Potensmidler,2006,30,M,Helseregion Nord-Norge,9.976,4818
Potensmidler,2006,30,M,Helseregion Sør-Øst,10.476,38612.996
Potensmidler,2006,30,M,Helseregion Vest,9.007,12199
Potensmidler,2006,35,F,Hele landet,0.125,1762.333
Potensmidler,2006,35,F,Helseregion Midt-Norge,,
Potensmidler,2006,35,F,Helseregion Nord-Norge,,
Potensmidler,2006,35,F,Helseregion Sør-Øst,0.160,1181
Potensmidler,2006,35,F,Helseregion Vest,,
Potensmidler,2006,35,M,Hele landet,13.784,105672.344
Potensmidler,2006,35,M,Helseregion Midt-Norge,10.609,10468.016
Potensmidler,2006,35,M,Helseregion Nord-Norge,10.665,10698.984
Potensmidler,2006,35,M,Helseregion Sør-Øst,15.434,67650.344
Potensmidler,2006,35,M,Helseregion Vest,12.761,16855
Potensmidler,2006,40,F,Hele landet,0.144,1474
Potensmidler,2006,40,F,Helseregion Midt-Norge,,
Potensmidler,2006,40,F,Helseregion Nord-Norge,0.305,76
Potensmidler,2006,40,F,Helseregion Sør-Øst,0.147,1326
Potensmidler,2006,40,F,Helseregion Vest,,
Potensmidler,2006,40,M,Hele landet,20.082,159590.328
Potensmidler,2006,40,M,Helseregion Midt-Norge,16.520,18002
Potensmidler,2006,40,M,Helseregion Nord-Norge,16.743,12368
Potensmidler,2006,40,M,Helseregion Sør-Øst,22.785,105176.336
Potensmidler,2006,40,M,Helseregion Vest,16.541,24044
Potensmidler,2006,45,F,Hele landet,0.134,2188
Potensmidler,2006,45,F,Helseregion Midt-Norge,,
Potensmidler,2006,45,F,Helseregion Nord-Norge,,
Potensmidler,2006,45,F,Helseregion Sør-Øst,0.169,940
Potensmidler,2006,45,F,Helseregion Vest,,
Potensmidler,2006,45,M,Hele landet,30.267,232530
Potensmidler,2006,45,M,Helseregion Midt-Norge,22.159,22504
Potensmidler,2006,45,M,Helseregion Nord-Norge,25.301,18066.670
Potensmidler,2006,45,M,Helseregion Sør-Øst,34.380,149489
Potensmidler,2006,45,M,Helseregion Vest,26.854,42470.332
Potensmidler,2006,50,F,Hele landet,0.151,2470
